id,mailto_wave2
791,FALSE
794,FALSE
796,FALSE
800,FALSE
804,FALSE
806,TRUE
809,FALSE
810,FALSE
817,FALSE
821,FALSE
834,FALSE
842,FALSE
847,FALSE
849,FALSE
853,FALSE
854,FALSE
855,FALSE
857,FALSE
859,FALSE
869,FALSE
872,FALSE
873,FALSE
884,FALSE
889,FALSE
897,TRUE
898,TRUE
899,FALSE
910,TRUE
911,FALSE
914,FALSE
915,FALSE
918,TRUE
919,TRUE
923,FALSE
925,FALSE
934,FALSE
936,FALSE
937,FALSE
942,FALSE
945,TRUE
946,TRUE
947,FALSE
952,FALSE
953,FALSE
955,TRUE
957,FALSE
960,FALSE
963,FALSE
965,FALSE
967,FALSE
969,TRUE
970,FALSE
971,FALSE
974,FALSE
975,TRUE
977,FALSE
978,TRUE
980,FALSE
984,FALSE
985,FALSE
990,FALSE
992,FALSE
995,FALSE
1007,TRUE
1018,FALSE
1019,FALSE
1021,FALSE
1024,FALSE
1026,FALSE
1029,FALSE
1036,FALSE
1037,TRUE
1047,FALSE
1048,FALSE
1058,FALSE
1059,FALSE
1063,TRUE
1065,FALSE
1067,FALSE
1073,FALSE
1078,TRUE
1082,FALSE
1083,TRUE
1092,FALSE
1098,FALSE
1099,TRUE
1106,FALSE
1108,FALSE
1109,FALSE
1114,TRUE
1115,FALSE
1122,FALSE
1124,TRUE
1125,FALSE
1126,FALSE
1137,FALSE
1138,FALSE
1139,FALSE
1140,TRUE
1145,FALSE
1150,FALSE
1151,FALSE
1155,TRUE
1157,FALSE
1158,FALSE
1164,FALSE
1168,FALSE
1169,FALSE
1173,FALSE
1174,TRUE
1175,FALSE
1176,FALSE
1190,FALSE
1195,TRUE
1198,TRUE
1200,FALSE
1201,TRUE
1213,TRUE
1214,FALSE
1217,FALSE
1218,FALSE
1219,FALSE
1223,FALSE
1226,FALSE
1231,FALSE
1232,FALSE
1234,TRUE
1239,FALSE
1243,FALSE
1244,FALSE
1248,FALSE
1249,TRUE
1252,FALSE
1253,TRUE
1255,FALSE
1272,FALSE
1274,FALSE
1275,FALSE
1276,FALSE
1278,TRUE
1282,FALSE
1287,FALSE
1293,FALSE
1295,TRUE
1299,FALSE
1303,FALSE
1307,FALSE
1311,FALSE
1318,FALSE
1319,FALSE
1320,TRUE
1330,TRUE
1331,TRUE
1332,FALSE
1334,TRUE
1336,TRUE
1338,FALSE
1341,TRUE
1346,FALSE
1347,TRUE
1350,FALSE
1356,TRUE
1357,TRUE
1363,FALSE
1365,TRUE
1370,TRUE
1373,TRUE
1374,FALSE
1378,TRUE
1381,FALSE
1383,FALSE
1384,FALSE
1385,FALSE
1387,FALSE
1390,FALSE
1393,TRUE
1402,FALSE
1405,TRUE
1409,FALSE
1412,TRUE
1413,FALSE
1417,FALSE
1420,FALSE
1422,TRUE
1428,FALSE
1432,TRUE
1436,FALSE
1443,FALSE
1444,FALSE
1447,FALSE
1449,FALSE
1458,FALSE
1459,FALSE
1464,TRUE
1465,FALSE
1467,FALSE
1474,TRUE
1483,FALSE
1486,TRUE
1489,FALSE
1490,FALSE
1494,FALSE
1497,FALSE
1499,FALSE
1500,TRUE
1504,TRUE
1505,TRUE
1510,FALSE
1515,FALSE
1517,FALSE
1523,FALSE
1532,TRUE
1539,FALSE
1544,FALSE
1553,FALSE
1558,FALSE
1562,FALSE
1569,FALSE
1574,FALSE
1578,FALSE
1579,FALSE
1583,FALSE
1584,FALSE
1585,TRUE
1587,FALSE
1589,FALSE
1591,FALSE
1592,FALSE
1593,FALSE
1596,FALSE
1598,FALSE
1601,TRUE
1613,FALSE
1615,FALSE
1623,FALSE
1624,FALSE
1625,FALSE
1628,FALSE
1634,TRUE
1639,TRUE
1641,FALSE
1642,FALSE
1645,FALSE
1651,FALSE
1653,FALSE
1654,FALSE
1661,TRUE
1663,TRUE
1664,TRUE
1669,FALSE
1672,FALSE
1674,TRUE
1677,FALSE
1678,TRUE
1688,TRUE
1689,TRUE
1696,TRUE
1699,FALSE
1703,FALSE
1705,TRUE
1707,TRUE
1708,FALSE
1709,FALSE
1713,FALSE
1714,FALSE
1718,FALSE
1730,FALSE
1736,FALSE
1737,FALSE
1748,FALSE
1753,FALSE
1755,FALSE
1757,FALSE
1761,FALSE
1766,FALSE
1768,FALSE
1769,FALSE
1770,TRUE
1773,FALSE
1780,FALSE
1784,FALSE
1787,FALSE
1790,FALSE
1791,FALSE
1793,TRUE
1797,FALSE
1799,FALSE
1800,FALSE
1803,FALSE
1805,TRUE
1808,FALSE
1811,TRUE
1812,FALSE
1813,TRUE
1818,FALSE
1826,FALSE
1830,TRUE
1831,TRUE
1834,TRUE
1836,FALSE
1847,FALSE
1849,FALSE
1852,TRUE
1857,FALSE
1860,FALSE
1865,TRUE
1866,FALSE
1872,TRUE
1873,TRUE
1876,TRUE
1877,FALSE
1878,TRUE
1879,FALSE
1883,TRUE
1885,FALSE
1891,FALSE
1892,FALSE
1895,TRUE
1896,FALSE
1899,TRUE
1901,FALSE
1906,FALSE
1909,FALSE
1910,TRUE
1911,FALSE
1914,TRUE
1915,FALSE
1916,FALSE
1917,FALSE
1924,FALSE
1926,TRUE
1928,FALSE
1930,FALSE
1934,FALSE
1935,FALSE
1936,FALSE
1937,FALSE
1940,FALSE
1941,FALSE
1943,FALSE
1949,FALSE
1951,TRUE
1955,FALSE
1957,TRUE
1959,TRUE
1966,FALSE
1970,FALSE
1975,FALSE
1977,FALSE
1981,FALSE
1985,FALSE
1986,TRUE
1987,TRUE
1990,FALSE
1996,FALSE
2002,TRUE
2009,TRUE
2010,TRUE
2018,FALSE
2020,FALSE
2026,FALSE
2027,FALSE
2030,TRUE
2033,FALSE
2038,FALSE
2040,FALSE
2042,TRUE
2044,FALSE
2048,FALSE
2054,FALSE
2055,TRUE
2059,FALSE
2063,FALSE
2065,FALSE
2070,TRUE
2072,FALSE
2075,FALSE
2078,FALSE
2079,FALSE
2081,FALSE
2084,TRUE
2089,FALSE
2092,TRUE
2093,FALSE
2103,TRUE
2107,FALSE
2108,FALSE
2109,TRUE
2114,TRUE
2115,TRUE
2118,TRUE
2121,FALSE
2134,FALSE
2135,TRUE
2137,FALSE
2138,FALSE
2140,FALSE
2143,FALSE
2144,TRUE
2149,FALSE
2152,FALSE
2153,FALSE
2158,FALSE
2161,FALSE
2162,FALSE
2164,FALSE
2166,FALSE
2170,FALSE
2171,FALSE
2172,TRUE
2175,FALSE
2176,TRUE
2177,FALSE
2180,FALSE
2182,TRUE
2184,TRUE
2186,TRUE
2189,TRUE
2190,TRUE
2197,FALSE
2198,FALSE
2201,FALSE
2207,TRUE
2208,FALSE
2210,FALSE
2211,FALSE
2216,FALSE
2222,FALSE
2232,FALSE
2234,FALSE
2237,FALSE
2238,FALSE
2241,TRUE
2248,FALSE
2249,FALSE
2255,TRUE
2258,FALSE
2261,TRUE
2262,FALSE
2264,TRUE
2269,FALSE
2271,FALSE
2272,TRUE
2273,FALSE
2277,FALSE
2281,TRUE
2284,FALSE
2285,FALSE
2290,FALSE
2291,FALSE
2298,FALSE
2302,FALSE
2303,FALSE
2308,FALSE
2317,FALSE
2320,TRUE
2321,TRUE
2325,TRUE
2334,FALSE
2337,FALSE
2339,FALSE
2341,FALSE
2348,FALSE
2352,TRUE
2354,TRUE
2355,FALSE
2357,FALSE
2361,FALSE
2369,FALSE
2370,FALSE
2371,FALSE
2374,FALSE
2375,FALSE
2377,TRUE
2381,TRUE
2382,TRUE
2383,TRUE
2384,FALSE
2385,FALSE
2386,TRUE
2387,FALSE
2392,TRUE
2397,TRUE
2400,FALSE
2403,FALSE
2405,TRUE
2406,FALSE
2407,FALSE
2413,FALSE
2419,FALSE
2422,FALSE
2427,FALSE
2433,FALSE
2437,FALSE
2443,FALSE
2447,FALSE
2449,TRUE
2457,FALSE
2461,TRUE
2463,FALSE
2464,FALSE
2468,FALSE
2470,FALSE
2474,FALSE
2475,FALSE
2476,FALSE
2483,FALSE
2484,TRUE
2485,FALSE
2489,FALSE
2494,FALSE
2498,TRUE
2500,FALSE
2503,FALSE
2505,FALSE
2507,FALSE
2509,FALSE
2513,FALSE
2516,TRUE
2521,TRUE
2524,TRUE
2525,FALSE
2526,FALSE
2537,TRUE
2538,FALSE
2539,FALSE
2540,FALSE
2541,FALSE
2544,TRUE
2547,FALSE
2554,FALSE
2557,FALSE
2560,TRUE
2561,FALSE
2563,FALSE
2564,TRUE
2567,TRUE
2569,FALSE
2571,FALSE
2572,FALSE
2575,FALSE
2576,FALSE
2577,FALSE
2578,FALSE
2582,FALSE
2585,FALSE
2588,FALSE
2593,FALSE
2595,TRUE
2596,TRUE
2598,TRUE
2602,FALSE
2603,TRUE
2612,FALSE
2614,FALSE
2619,TRUE
2620,FALSE
2622,TRUE
2636,TRUE
2637,FALSE
2638,FALSE
2640,FALSE
2642,FALSE
2643,FALSE
2644,TRUE
2646,FALSE
2649,FALSE
2651,FALSE
2655,TRUE
2662,FALSE
2670,TRUE
2671,FALSE
2674,TRUE
2676,FALSE
2678,TRUE
2681,TRUE
2691,FALSE
2692,FALSE
2693,TRUE
2697,FALSE
2700,FALSE
2705,FALSE
2713,FALSE
2714,FALSE
2716,FALSE
2718,TRUE
2721,FALSE
2726,FALSE
2727,FALSE
2728,FALSE
2732,FALSE
2749,FALSE
2757,FALSE
2765,FALSE
2770,FALSE
2771,FALSE
2774,FALSE
2779,TRUE
2785,FALSE
2787,FALSE
2792,FALSE
2795,TRUE
2800,TRUE
2804,FALSE
2812,FALSE
2815,TRUE
2819,TRUE
2823,FALSE
2824,FALSE
2832,FALSE
2838,FALSE
2840,TRUE
2841,FALSE
2842,TRUE
2844,FALSE
2845,TRUE
2855,TRUE
2857,FALSE
2858,FALSE
2863,FALSE
2864,FALSE
2869,FALSE
2875,FALSE
2880,TRUE
2883,FALSE
2886,FALSE
2892,TRUE
2893,FALSE
2895,FALSE
2898,FALSE
2899,FALSE
2901,FALSE
2904,FALSE
2905,FALSE
2907,FALSE
2909,FALSE
2912,TRUE
2913,TRUE
2914,FALSE
2915,TRUE
2917,FALSE
2919,FALSE
2920,TRUE
2925,FALSE
2929,FALSE
2931,FALSE
2941,TRUE
2943,TRUE
2945,FALSE
2963,FALSE
2966,FALSE
2968,FALSE
2969,FALSE
2970,FALSE
2973,TRUE
2974,FALSE
2977,TRUE
2980,FALSE
2986,FALSE
2988,FALSE
2989,FALSE
2990,FALSE
2992,FALSE
2994,FALSE
2997,FALSE
2999,FALSE
3004,FALSE
3007,FALSE
3008,FALSE
3009,TRUE
3011,TRUE
3013,TRUE
3014,TRUE
3015,TRUE
3018,FALSE
3021,FALSE
3033,FALSE
3035,TRUE
3038,FALSE
3052,FALSE
3058,TRUE
3060,TRUE
3064,TRUE
3065,FALSE
3068,FALSE
3070,FALSE
3073,FALSE
3074,FALSE
3080,TRUE
3082,FALSE
3084,FALSE
3086,FALSE
3089,TRUE
3093,FALSE
3102,FALSE
3104,FALSE
3105,FALSE
3106,FALSE
3107,TRUE
3109,FALSE
3110,TRUE
3111,TRUE
3116,FALSE
3121,FALSE
3125,FALSE
3128,FALSE
3129,FALSE
3134,TRUE
3137,FALSE
3138,FALSE
3141,FALSE
3143,FALSE
3154,FALSE
3157,FALSE
3158,FALSE
3159,FALSE
3161,FALSE
3167,FALSE
3177,FALSE
3182,FALSE
3183,FALSE
3186,FALSE
3193,FALSE
3198,TRUE
3201,FALSE
3203,FALSE
3205,FALSE
3207,FALSE
3210,TRUE
3212,FALSE
3220,FALSE
3228,FALSE
3232,FALSE
3235,FALSE
3236,FALSE
3242,FALSE
3244,TRUE
3246,TRUE
3248,FALSE
3255,FALSE
3260,TRUE
3262,FALSE
3264,FALSE
3277,FALSE
3279,FALSE
3281,TRUE
3284,FALSE
3286,TRUE
3288,FALSE
3292,FALSE
3294,FALSE
3296,TRUE
3302,FALSE
3304,FALSE
3305,FALSE
3307,TRUE
3308,FALSE
3310,TRUE
3311,FALSE
3318,TRUE
3321,TRUE
3325,FALSE
3332,TRUE
3337,FALSE
3339,TRUE
3340,FALSE
3350,FALSE
3352,FALSE
3354,FALSE
3355,FALSE
3359,TRUE
3368,TRUE
3370,FALSE
3374,TRUE
3377,FALSE
3380,FALSE
3382,FALSE
3384,FALSE
3392,FALSE
3393,TRUE
3402,FALSE
3414,FALSE
3415,FALSE
3418,FALSE
3419,FALSE
3421,FALSE
3427,FALSE
3430,TRUE
3432,FALSE
3434,TRUE
3440,TRUE
3446,FALSE
3450,FALSE
3451,FALSE
3453,TRUE
3460,FALSE
3467,FALSE
3470,FALSE
3471,TRUE
3472,FALSE
3476,FALSE
3478,FALSE
3486,FALSE
3489,FALSE
3493,FALSE
3494,FALSE
3495,FALSE
3500,FALSE
3506,FALSE
3510,TRUE
3518,FALSE
3530,FALSE
3533,FALSE
3539,FALSE
3546,TRUE
3552,FALSE
3558,FALSE
3559,FALSE
3563,FALSE
3566,FALSE
3575,FALSE
3576,TRUE
3577,FALSE
3581,FALSE
3586,FALSE
3588,FALSE
3591,FALSE
3595,FALSE
3604,FALSE
3613,TRUE
3615,TRUE
3621,FALSE
3622,FALSE
3623,FALSE
3631,FALSE
3632,FALSE
3634,FALSE
3636,FALSE
3642,FALSE
3644,FALSE
3654,FALSE
3656,TRUE
3664,TRUE
3665,FALSE
3668,FALSE
3670,FALSE
3672,TRUE
3675,FALSE
3680,TRUE
3685,TRUE
3688,FALSE
3693,TRUE
3694,TRUE
3702,FALSE
3704,FALSE
3711,FALSE
3718,FALSE
3721,FALSE
3723,FALSE
3729,FALSE
3730,FALSE
3732,TRUE
3735,FALSE
3740,FALSE
3741,FALSE
3744,FALSE
3748,FALSE
3749,FALSE
3750,FALSE
3755,FALSE
3756,FALSE
3760,FALSE
3768,FALSE
3773,FALSE
3774,FALSE
3775,TRUE
3777,TRUE
3778,FALSE
3781,FALSE
3784,TRUE
3785,TRUE
3786,FALSE
3791,FALSE
3799,FALSE
3800,FALSE
3808,FALSE
3810,FALSE
3811,FALSE
3816,FALSE
3820,FALSE
3821,TRUE
3822,FALSE
3825,TRUE
3826,FALSE
3828,TRUE
3829,FALSE
3830,FALSE
3831,TRUE
3833,TRUE
3838,FALSE
3840,FALSE
3845,FALSE
3850,FALSE
3854,FALSE
3857,FALSE
3858,FALSE
3864,TRUE
3865,FALSE
3870,FALSE
3871,FALSE
3872,FALSE
3874,FALSE
3877,TRUE
3879,TRUE
3882,FALSE
3883,TRUE
3886,TRUE
3892,TRUE
3894,TRUE
3898,FALSE
3902,FALSE
3903,TRUE
3906,FALSE
3907,TRUE
3911,FALSE
3913,FALSE
3916,FALSE
3920,TRUE
3922,FALSE
3923,FALSE
3927,TRUE
3932,FALSE
3938,FALSE
3943,TRUE
3949,FALSE
3952,TRUE
3955,FALSE
3957,FALSE
3964,TRUE
3965,FALSE
3980,FALSE
3981,FALSE
3982,TRUE
3984,FALSE
3989,TRUE
3990,TRUE
3998,FALSE
4001,FALSE
4003,FALSE
4009,FALSE
4011,FALSE
4012,TRUE
4018,FALSE
4020,TRUE
4024,FALSE
4025,FALSE
4028,TRUE
4033,FALSE
4034,FALSE
4038,TRUE
4039,FALSE
4044,FALSE
4049,FALSE
4051,TRUE
4053,TRUE
4058,TRUE
4060,FALSE
4062,FALSE
4068,FALSE
4069,FALSE
4070,FALSE
4072,FALSE
4075,FALSE
4077,TRUE
4081,FALSE
4101,FALSE
4113,FALSE
4114,FALSE
4116,FALSE
4117,FALSE
4120,FALSE
4122,FALSE
4128,TRUE
4133,FALSE
4134,FALSE
4136,FALSE
4143,TRUE
4150,FALSE
4151,FALSE
4152,TRUE
4154,FALSE
4161,FALSE
4164,FALSE
4167,FALSE
4184,TRUE
4185,FALSE
4189,TRUE
4195,FALSE
4200,FALSE
4203,FALSE
4206,FALSE
4208,FALSE
4209,FALSE
4210,FALSE
4212,TRUE
4217,FALSE
4218,FALSE
4220,FALSE
4226,TRUE
4235,FALSE
4237,FALSE
4247,FALSE
4250,FALSE
4256,FALSE
4259,FALSE
4260,FALSE
4264,TRUE
4265,FALSE
4266,FALSE
4270,FALSE
4273,FALSE
4274,FALSE
4275,FALSE
4278,FALSE
4286,FALSE
4287,FALSE
4290,TRUE
4291,FALSE
4295,FALSE
4306,FALSE
4314,FALSE
4316,FALSE
4317,FALSE
4318,FALSE
4320,FALSE
4324,TRUE
4329,FALSE
4332,FALSE
4333,FALSE
4344,FALSE
4351,FALSE
4352,FALSE
4354,FALSE
4358,FALSE
4363,FALSE
4365,FALSE
4375,FALSE
4378,FALSE
4379,FALSE
4380,TRUE
4381,FALSE
4382,FALSE
4383,FALSE
4384,TRUE
4390,TRUE
4392,FALSE
4397,FALSE
4400,TRUE
4403,FALSE
4404,FALSE
4405,FALSE
4406,FALSE
4407,FALSE
4408,FALSE
4409,TRUE
4413,TRUE
4414,FALSE
4419,TRUE
4420,FALSE
4423,FALSE
4425,FALSE
4427,FALSE
4429,FALSE
4430,FALSE
4447,FALSE
4450,FALSE
4453,FALSE
4454,TRUE
4456,TRUE
4458,TRUE
4459,FALSE
4462,FALSE
4468,FALSE
4470,TRUE
4480,FALSE
4483,TRUE
4485,TRUE
4487,FALSE
4489,TRUE
4493,FALSE
4494,FALSE
4495,FALSE
4496,FALSE
4497,FALSE
4506,FALSE
4511,FALSE
4514,FALSE
4519,FALSE
4520,FALSE
4523,FALSE
4524,FALSE
4528,FALSE
4535,FALSE
4536,TRUE
4537,FALSE
4538,FALSE
4539,FALSE
4541,FALSE
4554,TRUE
4559,TRUE
4561,TRUE
4562,FALSE
4565,FALSE
4568,TRUE
4570,FALSE
4573,TRUE
4574,FALSE
4582,FALSE
4584,TRUE
4586,FALSE
4588,FALSE
4589,FALSE
4590,TRUE
4591,TRUE
4595,FALSE
4597,TRUE
4605,FALSE
4609,FALSE
4612,FALSE
4613,FALSE
4615,FALSE
4631,FALSE
4634,TRUE
4640,FALSE
4641,FALSE
4642,FALSE
4643,FALSE
4646,FALSE
4648,FALSE
4649,FALSE
4653,FALSE
4655,FALSE
4656,TRUE
4661,TRUE
4662,TRUE
4667,FALSE
4671,FALSE
4672,FALSE
4675,FALSE
4677,FALSE
4678,FALSE
4683,TRUE
4684,FALSE
4688,FALSE
4691,FALSE
4695,FALSE
4697,TRUE
4700,FALSE
4702,FALSE
4708,FALSE
4713,TRUE
4714,FALSE
4718,TRUE
4719,FALSE
4723,FALSE
4733,FALSE
4734,FALSE
4739,FALSE
4740,FALSE
4741,TRUE
4747,FALSE
4751,FALSE
4752,FALSE
4756,TRUE
4761,TRUE
4763,FALSE
4765,TRUE
4767,FALSE
4768,TRUE
4769,FALSE
4770,FALSE
4779,FALSE
4782,FALSE
4787,FALSE
4793,FALSE
4800,TRUE
4801,FALSE
4806,FALSE
4807,FALSE
4808,FALSE
4810,TRUE
4811,FALSE
4813,FALSE
4814,FALSE
4822,FALSE
4824,FALSE
4832,FALSE
4834,TRUE
4835,TRUE
4837,TRUE
4841,FALSE
4844,FALSE
4845,FALSE
4846,FALSE
4848,TRUE
4857,FALSE
4865,TRUE
4874,FALSE
4875,FALSE
4881,FALSE
4882,FALSE
4883,FALSE
4884,FALSE
4893,FALSE
4906,TRUE
4908,FALSE
4910,FALSE
4913,TRUE
4916,FALSE
4917,FALSE
4921,FALSE
4923,FALSE
4925,TRUE
4933,FALSE
4941,TRUE
4948,FALSE
4950,FALSE
4951,FALSE
4957,FALSE
4958,FALSE
4959,FALSE
4961,FALSE
4962,FALSE
4963,TRUE
4964,FALSE
4966,FALSE
4968,FALSE
4971,FALSE
4977,FALSE
4979,FALSE
4986,FALSE
4990,TRUE
4993,TRUE
4997,TRUE
5000,FALSE
5003,TRUE
5005,FALSE
5011,FALSE
5012,FALSE
5013,TRUE
5014,TRUE
5024,FALSE
5027,FALSE
5033,FALSE
5034,FALSE
5044,FALSE
5045,FALSE
5047,FALSE
5048,FALSE
5049,FALSE
5052,TRUE
5054,TRUE
5061,FALSE
5062,TRUE
5064,TRUE
5069,TRUE
5075,FALSE
5077,FALSE
5079,FALSE
5080,TRUE
5084,FALSE
5085,FALSE
5087,FALSE
5088,FALSE
5090,FALSE
5091,FALSE
5093,FALSE
5096,FALSE
5099,FALSE
5103,FALSE
5104,FALSE
5106,TRUE
5108,FALSE
5110,FALSE
5115,FALSE
5117,FALSE
5122,FALSE
5123,TRUE
5127,TRUE
5134,FALSE
5143,FALSE
5145,TRUE
5147,FALSE
5148,FALSE
5152,TRUE
5153,FALSE
5158,FALSE
5160,FALSE
5164,FALSE
5171,FALSE
5174,TRUE
5175,FALSE
5177,FALSE
5186,FALSE
5189,FALSE
5190,FALSE
5194,FALSE
5197,FALSE
5201,TRUE
5210,TRUE
5213,FALSE
5214,FALSE
5217,TRUE
5221,FALSE
5222,FALSE
5223,FALSE
5225,FALSE
5226,FALSE
5228,FALSE
5231,TRUE
5234,FALSE
5239,FALSE
5244,FALSE
5245,TRUE
5246,TRUE
5252,FALSE
5255,FALSE
5256,FALSE
5257,FALSE
5258,FALSE
5261,FALSE
5266,FALSE
5268,FALSE
5276,FALSE
5288,TRUE
5289,TRUE
5291,TRUE
5292,FALSE
5301,FALSE
5308,TRUE
5309,FALSE
5312,TRUE
5317,FALSE
5319,FALSE
5322,TRUE
5323,FALSE
5326,TRUE
5328,FALSE
5329,TRUE
5332,FALSE
5334,FALSE
5337,FALSE
5348,TRUE
5362,FALSE
5373,FALSE
5375,FALSE
5380,FALSE
5381,FALSE
5384,FALSE
5385,FALSE
5389,FALSE
5390,FALSE
5392,FALSE
5396,FALSE
5397,TRUE
5401,TRUE
5405,TRUE
5409,TRUE
5410,FALSE
5412,FALSE
5418,FALSE
5423,FALSE
5425,FALSE
5427,FALSE
5436,TRUE
5437,TRUE
5451,FALSE
5454,FALSE
5455,FALSE
5457,FALSE
5469,FALSE
5472,FALSE
5474,FALSE
5480,FALSE
5485,FALSE
5488,FALSE
5492,FALSE
5494,FALSE
5502,FALSE
5504,FALSE
5505,FALSE
5507,FALSE
5509,FALSE
5513,FALSE
5515,FALSE
5526,FALSE
5532,FALSE
5536,FALSE
5539,TRUE
5542,FALSE
5544,FALSE
5547,FALSE
5551,FALSE
5553,FALSE
5556,FALSE
5559,FALSE
5560,FALSE
5572,FALSE
5576,TRUE
5579,FALSE
5582,FALSE
5584,FALSE
5589,FALSE
5590,TRUE
5593,FALSE
5599,TRUE
5607,FALSE
5608,TRUE
5610,TRUE
5611,TRUE
5612,FALSE
5614,FALSE
5618,FALSE
5619,FALSE
5621,FALSE
5623,FALSE
5626,TRUE
5630,TRUE
5631,FALSE
5635,FALSE
5645,FALSE
5649,FALSE
5655,FALSE
5667,TRUE
5668,FALSE
5669,FALSE
5672,TRUE
5673,FALSE
5676,FALSE
5680,FALSE
5681,TRUE
5685,FALSE
5686,TRUE
5690,TRUE
5692,TRUE
5694,FALSE
5695,FALSE
5698,FALSE
5701,FALSE
5703,TRUE
5705,TRUE
5708,FALSE
5711,TRUE
5721,TRUE
5724,FALSE
5734,TRUE
5735,TRUE
5745,FALSE
5752,FALSE
5758,FALSE
5762,FALSE
5767,FALSE
5771,FALSE
5776,FALSE
5786,FALSE
5794,FALSE
5795,FALSE
5799,FALSE
5800,FALSE
5805,FALSE
5808,FALSE
5809,FALSE
5811,FALSE
5813,FALSE
5815,FALSE
5818,FALSE
5820,FALSE
5822,FALSE
5823,FALSE
5824,FALSE
5828,FALSE
5831,FALSE
5832,TRUE
5834,FALSE
5835,FALSE
5838,TRUE
5839,FALSE
5841,FALSE
5844,TRUE
5848,FALSE
5849,FALSE
5850,TRUE
5851,TRUE
5855,TRUE
5856,FALSE
5860,FALSE
5861,TRUE
5866,FALSE
5868,FALSE
5881,FALSE
5882,FALSE
5888,TRUE
5890,FALSE
5899,FALSE
5900,TRUE
5901,TRUE
5903,FALSE
5905,TRUE
5913,FALSE
5914,FALSE
5916,FALSE
5917,TRUE
5918,FALSE
5921,TRUE
5925,FALSE
5932,TRUE
5934,TRUE
5944,FALSE
5947,FALSE
5958,TRUE
5960,FALSE
5966,FALSE
5969,FALSE
5970,TRUE
5977,FALSE
5982,FALSE
5983,FALSE
5986,FALSE
5994,TRUE
5995,TRUE
5997,FALSE
5999,FALSE
6000,TRUE
6001,FALSE
6002,FALSE
6007,FALSE
6008,TRUE
6009,FALSE
6010,FALSE
6017,FALSE
6020,TRUE
6021,FALSE
6024,FALSE
6026,TRUE
6027,TRUE
6029,FALSE
